#,region,reg,vote_2016,intention,vote_2020,gender,hisp,race,income,edu,state,age
2021,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,IL,25
2022,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,WA,35
2023,South,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,0,Black,<50K,1,TX,35
2024,Midwest,1,"Did not vote, but was eligible",No,I am not sure/don't know,Female,0,White,<50K,0,MO,35
2025,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,0,CO,55
2026,South,0,Was not eligible to vote,Not sure,I am not sure/don't know,Male,0,White,NA,1,TN,18
2027,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,0,FL,25
2028,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,FL,55
2029,Northeast,1,Donald Trump,Yes,Joe Biden,Male,0,White,>100K,1,PA,45
2030,Northeast,1,Was not eligible to vote,Yes,I am not sure/don't know,Female,0,White,<50K,1,PA,35
2031,South,1,Hillary Clinton,Yes,Joe Biden,Male,1,Other,50K-100K,1,FL,25
2032,West,1,Donald Trump,Yes,Donald Trump,Male,0,Black,<50K,0,CA,55
2033,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,MS,55
2034,South,1,Gary Johnson,Yes,Someone else,Male,1,White,>100K,1,VA,35
2035,West,1,Was not eligible to vote,Yes,Donald Trump,Male,1,White,NA,1,UT,18
2036,West,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Female,0,White,<50K,1,CA,25
2037,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,TX,55
2038,Northeast,1,Jill Stein,Yes,Joe Biden,Male,0,White,>100K,1,PA,25
2039,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,Native,>100K,1,CA,35
2040,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,1,MO,35
2041,Midwest,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,White,<50K,0,OH,45
2042,Midwest,1,Hillary Clinton,Yes,I am not sure/don't know,Male,0,White,50K-100K,1,MI,25
2043,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,MD,35
2044,South,1,Donald Trump,Yes,Joe Biden,Male,0,White,>100K,1,VA,35
2045,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
2046,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,WA,65
2047,West,1,"Did not vote, but was eligible",Yes,Donald Trump,Male,0,White,<50K,0,UT,45
2048,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,0,CA,45
2049,West,1,Someone else:,No,I would not vote,Male,0,White,<50K,1,AZ,25
2050,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,WA,35
2051,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,API,>100K,1,HI,35
2052,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,VA,18
2053,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,Black,50K-100K,1,AZ,35
2054,Northeast,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Male,0,White,<50K,1,PA,45
2055,Northeast,1,Was not eligible to vote,Yes,I am not sure/don't know,Female,0,API,<50K,0,NY,18
2056,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,DC,55
2057,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,50K-100K,1,WI,55
2058,West,1,Gary Johnson,Yes,Someone else,Male,0,White,<50K,1,WY,25
2059,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,OH,18
2060,West,1,"Did not vote, but was eligible",No,I would not vote,Female,0,White,<50K,1,CA,55
2061,Northeast,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,API,<50K,1,NY,18
2062,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,1,MA,35
2063,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,NJ,75
2064,Midwest,0,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,<50K,1,MO,45
2065,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,50K-100K,1,NC,45
2066,Northeast,1,Hillary Clinton,Yes,I would not vote,Female,0,White,>100K,1,PA,25
2067,Midwest,0,Was not eligible to vote,Yes,Donald Trump,Male,0,White,50K-100K,1,OH,45
2068,Northeast,1,Hillary Clinton,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
2069,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,MS,25
2070,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,AL,25
2071,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Male,1,White,NA,1,VA,45
2072,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,NA,0,PA,75
2073,South,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,Other,50K-100K,1,VA,55
2074,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,ME,35
2075,West,1,Donald Trump,Yes,Someone else,Male,0,White,50K-100K,1,AZ,55
2076,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,NA,1,MO,25
2077,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,API,>100K,1,CA,35
2078,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Other,<50K,1,NC,35
2079,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,AZ,65
2080,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,WA,35
2081,West,1,Was not eligible to vote,Yes,Donald Trump,Male,0,White,>100K,0,CA,18
2082,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,KS,25
2083,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,LA,55
2084,Northeast,1,Hillary Clinton,Not sure,Joe Biden,Male,0,White,>100K,1,PA,35
2085,South,0,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,0,AL,25
2086,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,WA,65
2087,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,TX,25
2088,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,TX,35
2089,South,1,Was not eligible to vote,Yes,I am not sure/don't know,Male,0,White,>100K,0,MD,18
2090,South,1,Hillary Clinton,Yes,Donald Trump,Female,0,White,<50K,0,NC,35
2091,South,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,1,MD,55
2092,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,TN,35
2093,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,>100K,1,CT,35
2094,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,KY,55
2095,Northeast,1,Hillary Clinton,Yes,Someone else,Female,0,White,50K-100K,1,NY,35
2096,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,NC,35
2097,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,FL,35
2098,South,0,Hillary Clinton,Not sure,Joe Biden,Female,0,Other,<50K,0,MD,35
2099,West,0,"Did not vote, but was eligible",Not sure,I would not vote,Male,0,White,<50K,0,WA,45
2100,Midwest,0,Was not eligible to vote,Not sure,I would not vote,Female,0,White,<50K,0,OH,35
2101,South,0,"Did not vote, but was eligible",Not sure,I would not vote,Male,0,Black,>100K,0,OK,18
2102,South,1,Donald Trump,Yes,Donald Trump,Female,1,White,>100K,1,FL,35
2103,South,0,Was not eligible to vote,Yes,Donald Trump,Female,0,White,<50K,1,SC,35
2104,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,PA,65
2105,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,50K-100K,0,SC,35
2106,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,CT,55
2107,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,>100K,1,NY,55
2108,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,GA,45
2109,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,OH,35
2110,South,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,0,AL,25
2111,South,1,Donald Trump,Yes,I am not sure/don't know,Male,0,White,<50K,1,FL,55
2112,Midwest,0,Donald Trump,Not sure,Donald Trump,Female,0,API,<50K,0,KS,25
2113,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,FL,25
2114,South,1,"Did not vote, but was eligible",Yes,Someone else,Male,0,API,>100K,1,TX,18
2115,South,0,"Did not vote, but was eligible",No,I would not vote,Female,0,White,<50K,1,MD,55
2116,South,0,Was not eligible to vote,Not eligible,Joe Biden,Female,1,White,>100K,1,VA,35
2117,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,CA,45
2118,Midwest,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,Black,<50K,0,MI,25
2119,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,0,MD,35
2120,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,VA,35
2121,Northeast,0,Hillary Clinton,Yes,I am not sure/don't know,Male,0,White,>100K,1,NJ,45
2122,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,NY,35
2123,South,0,Was not eligible to vote,Yes,Donald Trump,Female,0,White,<50K,0,KY,25
2124,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,NY,35
2125,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,GA,55
2126,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,1,VA,18
2127,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,NY,35
2128,Northeast,0,Hillary Clinton,Yes,Joe Biden,Female,0,API,<50K,1,CT,18
2129,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,NC,25
2130,South,0,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,<50K,1,AR,25
2131,Midwest,0,Don't recall,Yes,Joe Biden,Female,1,Black,>100K,1,IL,18
2132,West,1,Donald Trump,Yes,Donald Trump,Female,0,Other,<50K,0,AK,45
2133,South,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,Black,NA,0,GA,18
2134,Northeast,1,"Did not vote, but was eligible",No,I would not vote,Male,1,Other,<50K,1,NJ,18
