#,region,reg,vote_2016,intention,vote_2020,gender,hisp,race,income,edu,state,age
4923,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,1,OH,55
4924,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,AR,45
4925,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,CO,65
4926,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,MO,65
4927,Midwest,1,Hillary Clinton,Yes,Someone else,Male,0,White,<50K,1,OH,45
4928,West,1,Hillary Clinton,Yes,I am not sure/don't know,Female,1,White,50K-100K,1,CA,45
4929,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,50K-100K,1,TX,35
4930,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,FL,35
4931,Midwest,1,Donald Trump,Yes,I am not sure/don't know,Male,0,White,<50K,1,WI,65
4932,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,>100K,1,CA,55
4933,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,NA,1,DE,55
4934,West,1,"Did not vote, but was eligible",Yes,Joe Biden,Male,0,White,<50K,1,CA,65
4935,South,0,"Did not vote, but was eligible",Not sure,Donald Trump,Male,0,White,<50K,0,TX,35
4936,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,NA,1,OH,55
4937,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,MD,55
4938,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,1,Black,>100K,1,NY,25
4939,West,1,Jill Stein,Yes,Joe Biden,Male,0,White,50K-100K,0,CA,55
4940,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,GA,75
4941,South,1,Donald Trump,Yes,Donald Trump,Female,1,White,50K-100K,1,TX,45
4942,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,CO,65
4943,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,IN,75
4944,South,0,"Did not vote, but was eligible",Not sure,I would not vote,Male,0,White,<50K,0,FL,55
4945,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,KY,75
4946,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,NY,25
4947,Midwest,1,Someone else:,Yes,I am not sure/don't know,Male,0,White,<50K,0,WI,65
4948,West,0,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,White,<50K,0,WA,25
4949,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,FL,25
4950,Midwest,0,"Did not vote, but was eligible",No,I would not vote,Male,0,White,<50K,1,IL,35
4951,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,WI,45
4952,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,<50K,0,CA,65
4953,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
4954,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,CA,75
4955,South,0,Was not eligible to vote,Not sure,I am not sure/don't know,Female,0,Black,NA,0,NC,55
4956,South,1,Was not eligible to vote,Not sure,Donald Trump,Male,0,White,>100K,1,TX,18
4957,West,1,Jill Stein,Yes,Donald Trump,Male,0,White,<50K,1,AZ,75
4958,Midwest,0,"Did not vote, but was eligible",No,I would not vote,Male,0,White,50K-100K,0,OH,55
4959,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,PA,55
4960,West,0,Was not eligible to vote,Not eligible,Someone else,Male,1,White,50K-100K,1,AZ,35
4961,Midwest,0,Was not eligible to vote,Yes,Joe Biden,Female,1,White,<50K,1,IL,55
4962,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NJ,35
4963,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,FL,65
4964,Northeast,1,Donald Trump,Yes,Joe Biden,Male,0,White,>100K,1,NY,35
4965,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,IL,35
4966,South,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,<50K,1,FL,35
4967,South,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,<50K,1,TX,35
4968,West,1,Jill Stein,Yes,I am not sure/don't know,Male,0,White,<50K,1,CA,55
4969,South,1,Donald Trump,Yes,I am not sure/don't know,Male,0,API,50K-100K,1,NC,35
4970,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,50K-100K,1,NJ,18
4971,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,White,<50K,1,CA,25
4972,South,1,Hillary Clinton,Not sure,Joe Biden,Female,0,White,<50K,0,TX,25
4973,South,1,Donald Trump,Yes,I am not sure/don't know,Female,0,White,50K-100K,0,FL,65
4974,South,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,1,KY,45
4975,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,PA,35
4976,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,AL,35
4977,West,0,Don't recall,Not sure,Joe Biden,Male,0,White,50K-100K,1,CA,35
4978,Midwest,0,Don't recall,No,Joe Biden,Female,1,Other,<50K,0,MO,18
4979,South,0,Was not eligible to vote,Not eligible,Donald Trump,Female,0,White,<50K,0,TN,45
4980,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,ME,55
4981,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,DE,35
4982,South,1,Donald Trump,Yes,Donald Trump,Female,0,Black,50K-100K,0,MS,55
4983,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,FL,18
4984,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,WI,35
4985,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,TN,55
4986,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,NV,55
4987,Northeast,1,Donald Trump,Yes,I am not sure/don't know,Female,0,White,50K-100K,1,MA,55
4988,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,0,FL,75
4989,South,1,Jill Stein,No,I am not sure/don't know,Female,1,Other,<50K,0,FL,25
4990,Midwest,0,Hillary Clinton,Not eligible,I would not vote,Female,0,White,<50K,0,MI,35
4991,South,1,Hillary Clinton,Yes,Joe Biden,Male,1,Black,<50K,1,OK,35
4992,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,WI,45
4993,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,VA,35
4994,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,FL,45
4995,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,OH,75
4996,Midwest,0,Donald Trump,No,Donald Trump,Female,1,White,>100K,1,WI,35
4997,Midwest,0,Was not eligible to vote,Not eligible,Joe Biden,Male,0,White,<50K,1,OH,45
4998,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,IL,55
4999,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,0,KS,35
5000,West,0,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,50K-100K,1,NM,55
5001,South,1,"Did not vote, but was eligible",No,Donald Trump,Female,0,White,<50K,1,SC,65
5002,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,MS,65
5003,South,1,Gary Johnson,Yes,Joe Biden,Female,0,White,<50K,1,TX,55
5004,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,FL,35
5005,South,1,Someone else:,Yes,I am not sure/don't know,Female,0,White,<50K,1,FL,35
5006,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,0,IA,25
5007,West,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,AK,25
5008,South,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,NA,1,FL,55
5009,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,OK,35
5010,West,1,"Did not vote, but was eligible",Yes,Donald Trump,Male,0,White,50K-100K,0,WA,45
5011,West,0,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,0,ID,65
5012,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,MI,75
5013,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,Black,50K-100K,1,CA,25
5014,West,0,Donald Trump,No,Donald Trump,Female,0,White,50K-100K,1,CO,45
5015,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,GA,35
5016,Northeast,1,Gary Johnson,Yes,Someone else,Female,0,White,50K-100K,1,PA,25
5017,West,1,Donald Trump,Yes,Donald Trump,Male,1,White,>100K,1,CA,25
5018,Northeast,0,Was not eligible to vote,Not sure,I would not vote,Female,0,Black,<50K,0,PA,18
5019,West,0,Gary Johnson,Not sure,I would not vote,Female,1,Black,<50K,0,CA,25
5020,West,1,Don't recall,Not sure,I am not sure/don't know,Female,0,Other,<50K,1,CA,25
5021,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,OH,35
5022,South,1,Someone else:,Yes,Joe Biden,Female,0,White,<50K,1,GA,65
5023,Northeast,1,Someone else:,Yes,Donald Trump,Male,0,White,>100K,1,NY,55
5024,South,0,Don't recall,Not sure,I would not vote,Male,0,White,<50K,0,AL,25
5025,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,NH,35
5026,South,1,Donald Trump,Yes,I am not sure/don't know,Female,0,White,50K-100K,1,AR,65
5027,West,1,Hillary Clinton,Yes,Someone else,Female,1,Other,NA,0,CA,25
5028,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,ID,65
5029,West,0,Hillary Clinton,Not eligible,Joe Biden,Female,0,API,<50K,1,CA,55
5030,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,IA,65
5031,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,IL,25
5032,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,AR,45
5033,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,VA,35
5034,Northeast,0,Was not eligible to vote,Yes,Joe Biden,Male,0,White,<50K,0,PA,18
5035,West,1,Gary Johnson,Yes,Joe Biden,Female,1,White,<50K,1,CA,65
5036,Midwest,0,"Did not vote, but was eligible",No,I would not vote,Female,1,Other,<50K,1,NE,55
5037,Midwest,0,"Did not vote, but was eligible",Yes,Joe Biden,Male,0,White,<50K,0,OH,45
5038,West,1,"Did not vote, but was eligible",Yes,Donald Trump,Male,0,White,50K-100K,0,CA,25
5039,West,0,"Did not vote, but was eligible",Not sure,Joe Biden,Female,0,White,<50K,0,AZ,55
5040,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,KS,25
5041,Midwest,1,Gary Johnson,Yes,Someone else,Male,0,White,<50K,0,IL,45
5042,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,WA,65
5043,Northeast,0,"Did not vote, but was eligible",Not sure,Joe Biden,Female,0,Other,>100K,0,MA,55
5044,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,NJ,75
5045,West,0,"Did not vote, but was eligible",No,I am not sure/don't know,Female,1,White,NA,1,CA,25
5046,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,CA,35
5047,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,OR,55
5048,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,FL,65
5049,Northeast,1,Donald Trump,Yes,Donald Trump,Male,1,Native,>100K,1,NY,35
5050,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,AZ,65
5051,South,1,Don't recall,Yes,I am not sure/don't know,Female,1,Black,<50K,0,DE,45
5052,South,1,Jill Stein,Yes,Joe Biden,Female,0,White,<50K,1,NC,25
5053,South,0,Was not eligible to vote,Not eligible,I am not sure/don't know,Male,1,White,<50K,1,TX,45
5054,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,1,API,50K-100K,1,PA,35
5055,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,1,CA,65
5056,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,IL,55
5057,South,1,Donald Trump,Yes,Joe Biden,Male,1,White,50K-100K,1,VA,45
5058,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,NY,35
5059,South,0,Was not eligible to vote,Not sure,I would not vote,Male,0,White,<50K,0,TX,18
5060,Northeast,0,Donald Trump,No,Donald Trump,Female,0,White,>100K,1,NY,25
5061,Midwest,1,"Did not vote, but was eligible",Yes,Donald Trump,Male,0,Black,50K-100K,1,IL,18
5062,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,<50K,0,GA,25
5063,West,0,"Did not vote, but was eligible",Not sure,Joe Biden,Male,0,White,>100K,1,NV,55
5064,South,0,Was not eligible to vote,Not sure,Donald Trump,Female,0,White,<50K,0,KY,55
5065,South,1,"Did not vote, but was eligible",Not sure,Joe Biden,Female,0,White,<50K,0,NC,45
5066,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,MN,55
5067,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,MN,75
5068,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,NJ,35
5069,South,1,Donald Trump,Yes,I am not sure/don't know,Male,0,White,<50K,1,FL,35
5070,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,1,White,<50K,1,TN,18
5071,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,AZ,75
5072,South,0,Hillary Clinton,Yes,Joe Biden,Female,0,Black,<50K,0,MS,25
5073,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,PA,65
5074,Northeast,0,"Did not vote, but was eligible",No,I am not sure/don't know,Female,0,White,<50K,0,MA,65
5075,Northeast,1,Was not eligible to vote,Not sure,Donald Trump,Male,0,White,NA,0,PA,35
5076,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,>100K,1,FL,35
5077,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,IL,25
5078,South,1,Donald Trump,Not sure,I am not sure/don't know,Female,0,White,50K-100K,0,SC,55
5079,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,50K-100K,1,MI,45
5080,Northeast,0,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,NY,25
5081,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,MI,65
5082,South,1,"Did not vote, but was eligible",No,Joe Biden,Female,1,White,<50K,1,TX,25
5083,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,OH,65
5084,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,NA,1,CO,65
5085,West,0,Donald Trump,Yes,Donald Trump,Male,1,White,>100K,1,CA,35
5086,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,50K-100K,1,AL,65
5087,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,AZ,75
5088,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,API,<50K,1,LA,25
5089,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,LA,45
5090,South,1,Don't recall,No,I would not vote,Female,0,Native,<50K,1,OK,25
5091,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,1,FL,25
5092,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,NV,35
5093,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,50K-100K,1,CA,25
5094,Midwest,1,Someone else:,Yes,Someone else,Male,0,White,>100K,1,IA,45
5095,South,1,Donald Trump,Yes,Donald Trump,Female,0,Native,>100K,0,FL,55
5096,South,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,1,White,<50K,1,TX,35
5097,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,NA,1,IL,25
5098,South,1,Donald Trump,No,Donald Trump,Female,0,Native,<50K,1,SC,45
5099,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,Black,50K-100K,1,CA,65
5100,South,0,Was not eligible to vote,Not sure,I am not sure/don't know,Female,0,White,50K-100K,0,MD,18
5101,Midwest,1,Donald Trump,Yes,Joe Biden,Male,0,White,50K-100K,1,KS,65
5102,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,PA,55
5103,West,1,Gary Johnson,Yes,Joe Biden,Male,0,White,50K-100K,1,ID,35
5104,West,1,Someone else:,Yes,I am not sure/don't know,Male,0,White,>100K,1,CA,35
5105,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,1,Black,<50K,0,NY,25
5106,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,50K-100K,1,WI,25
5107,West,1,Hillary Clinton,Yes,Someone else,Female,0,Black,<50K,0,CA,25
5108,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,WV,65
5109,West,1,Was not eligible to vote,Yes,Donald Trump,Male,0,White,<50K,1,AZ,55
5110,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,TX,45
5111,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,TN,65
5112,Midwest,0,Was not eligible to vote,Yes,Donald Trump,Male,0,White,<50K,0,MO,35
5113,West,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,>100K,1,ID,55
5114,South,0,Was not eligible to vote,Not eligible,Joe Biden,Female,0,White,<50K,1,LA,45
5115,Northeast,1,"Did not vote, but was eligible",Yes,Joe Biden,Male,1,Black,<50K,1,NY,45
5116,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,NJ,25
5117,South,0,Was not eligible to vote,Not eligible,I would not vote,Female,0,White,<50K,0,TX,18
5118,West,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,<50K,0,UT,45
5119,Midwest,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,1,Black,<50K,1,IL,25
5120,Midwest,1,Jill Stein,Yes,Joe Biden,Male,0,White,50K-100K,1,MI,45
5121,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,SD,65
5122,Midwest,0,Was not eligible to vote,Not eligible,I would not vote,Male,0,White,<50K,0,OH,45
5123,West,0,Jill Stein,Not eligible,Joe Biden,Female,0,API,50K-100K,1,CA,25
5124,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,Black,50K-100K,1,CA,45
5125,West,0,"Did not vote, but was eligible",No,Donald Trump,Male,1,White,50K-100K,1,CA,35
5126,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,NY,65
5127,Midwest,0,Gary Johnson,Yes,Someone else,Male,0,White,50K-100K,1,OH,25
5128,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,API,<50K,1,CA,55
5129,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,MI,55
5130,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,IL,65
5131,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,GA,65
5132,South,1,Donald Trump,Yes,I am not sure/don't know,Male,0,White,<50K,1,TX,25
5133,Northeast,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,0,NY,45
5134,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,TX,45
5135,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,API,50K-100K,1,NV,55
5136,South,0,Was not eligible to vote,Not eligible,I would not vote,Female,0,White,<50K,1,SC,55
5137,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,IN,45
5138,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,OH,35
5139,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,NY,55
5140,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,0,WV,35
5141,South,1,Donald Trump,Yes,I am not sure/don't know,Male,0,White,<50K,1,TN,45
5142,West,1,Hillary Clinton,Yes,Joe Biden,Male,1,Other,<50K,1,CA,55
5143,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,IN,35
5144,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,KS,65
5145,West,1,Donald Trump,Yes,Donald Trump,Male,0,Other,<50K,1,MT,65
5146,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,0,MN,35
5147,Northeast,0,Don't recall,Not sure,I would not vote,Female,0,White,NA,0,MA,25
5148,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,DE,35
5149,Northeast,0,"Did not vote, but was eligible",Not sure,Donald Trump,Female,0,White,<50K,0,PA,55
5150,Northeast,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,1,Other,50K-100K,1,CT,25
5151,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,TX,35
5152,South,0,Don't recall,Not sure,I would not vote,Female,1,White,<50K,0,TX,25
5153,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,MI,35
5154,South,1,Gary Johnson,Not sure,Donald Trump,Male,0,White,>100K,0,DE,18
5155,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,OH,65
5156,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,NC,65
5157,South,1,Hillary Clinton,No,Joe Biden,Female,1,Other,<50K,1,TX,25
5158,Midwest,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,>100K,1,OH,25
5159,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,IL,35
5160,South,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,NC,65
5161,Northeast,0,"Did not vote, but was eligible",Not sure,I am not sure/don't know,Female,0,White,<50K,0,PA,65
5162,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,FL,55
5163,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,NA,1,MN,45
5164,Midwest,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,White,<50K,0,MO,45
5165,South,0,Was not eligible to vote,Not eligible,Joe Biden,Male,0,White,<50K,0,AL,55
5166,Midwest,1,Gary Johnson,Yes,Joe Biden,Female,0,White,<50K,1,WI,55
5167,Midwest,0,Hillary Clinton,Not eligible,Joe Biden,Female,0,White,<50K,0,MO,55
5168,Midwest,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,White,<50K,0,MI,18
5169,Northeast,1,Hillary Clinton,Yes,Joe Biden,Female,1,White,50K-100K,1,MA,35
5170,Midwest,0,Hillary Clinton,Not sure,Joe Biden,Female,0,White,<50K,1,OH,45
5171,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,1,IN,65
5172,South,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Female,0,Other,50K-100K,1,FL,55
5173,West,1,Jill Stein,No,Donald Trump,Male,1,API,>100K,1,CA,25
5174,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,FL,35
5175,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,0,TN,55
5176,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,<50K,1,MI,25
5177,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,>100K,1,MA,35
5178,West,0,Was not eligible to vote,Not eligible,Donald Trump,Male,0,White,NA,1,WA,65
5179,Midwest,1,Jill Stein,Yes,Joe Biden,Male,0,White,<50K,0,MI,75
5180,Midwest,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,<50K,1,SD,35
5181,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,FL,35
5182,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,FL,25
5183,Midwest,1,Hillary Clinton,Yes,I am not sure/don't know,Female,0,White,>100K,1,MI,55
5184,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,NY,35
5185,West,1,"Did not vote, but was eligible",Yes,I am not sure/don't know,Male,1,White,<50K,1,CA,25
5186,South,0,Don't recall,Not sure,Joe Biden,Female,1,White,<50K,0,DC,25
5187,South,1,Hillary Clinton,Yes,Donald Trump,Male,0,White,<50K,0,AR,45
5188,Midwest,1,"Did not vote, but was eligible",Yes,Donald Trump,Male,0,White,<50K,0,WI,25
5189,South,1,Donald Trump,Yes,Donald Trump,Male,0,White,>100K,1,TX,35
5190,South,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,NC,35
5191,South,0,Hillary Clinton,Yes,Joe Biden,Female,0,Black,>100K,1,TN,25
5192,Northeast,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,NY,45
5193,South,1,Was not eligible to vote,Not sure,Donald Trump,Female,0,White,50K-100K,1,NC,18
5194,South,0,Hillary Clinton,Not sure,I am not sure/don't know,Female,0,White,<50K,1,TX,35
5195,Midwest,1,Hillary Clinton,Yes,Joe Biden,Female,0,White,>100K,1,IA,45
5196,Northeast,1,Gary Johnson,Yes,I am not sure/don't know,Male,0,White,50K-100K,1,MA,55
5197,Midwest,1,Was not eligible to vote,Yes,Donald Trump,Male,0,White,<50K,1,IL,55
5198,Midwest,1,Donald Trump,Yes,Joe Biden,Male,1,White,>100K,1,IL,35
5199,West,0,Was not eligible to vote,Not eligible,Joe Biden,Female,1,White,<50K,1,CA,25
5200,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,Other,<50K,1,FL,65
5201,South,1,Someone else:,Yes,Joe Biden,Male,0,Black,>100K,0,FL,25
5202,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,IL,35
5203,Northeast,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,1,NY,25
5204,West,1,Donald Trump,Yes,Donald Trump,Male,0,White,50K-100K,1,AZ,75
5205,South,1,Donald Trump,Yes,Joe Biden,Male,0,Black,50K-100K,1,FL,45
5206,South,1,"Did not vote, but was eligible",Not sure,Joe Biden,Female,0,White,<50K,0,TX,55
5207,South,0,Was not eligible to vote,Not eligible,I would not vote,Female,1,Other,<50K,1,TX,45
5208,South,1,"Did not vote, but was eligible",Yes,Joe Biden,Female,0,Other,<50K,0,KY,18
5209,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,50K-100K,0,MO,45
5210,Midwest,1,Was not eligible to vote,Yes,I am not sure/don't know,Female,0,White,>100K,1,IL,18
5211,Midwest,1,Donald Trump,Yes,Donald Trump,Male,0,White,<50K,1,MO,35
5212,South,1,Hillary Clinton,No,Joe Biden,Male,0,Other,<50K,1,NC,25
5213,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,<50K,0,MO,45
5214,West,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,1,White,<50K,1,AZ,55
5215,West,1,Hillary Clinton,Yes,Joe Biden,Male,0,White,>100K,1,CA,65
5216,South,1,Hillary Clinton,Yes,Joe Biden,Female,1,API,<50K,0,FL,35
5217,West,1,Hillary Clinton,Yes,Joe Biden,Female,0,Other,50K-100K,1,OR,45
5218,South,1,"Did not vote, but was eligible",Yes,Donald Trump,Female,0,API,>100K,1,MD,55
5219,South,1,Donald Trump,Yes,Donald Trump,Female,0,Black,50K-100K,0,TX,55
5220,Midwest,1,Donald Trump,Yes,Donald Trump,Female,0,White,NA,1,IL,55
